time	I(L21)	I(L22)	I(R2)	I(R10)	I(R30)
8.089556102655002e-009	-4.456480e-011	1.662123e-010	2.949109e-008	2.950653e-008	5.573001e-013
8.095556102654999e-009	-4.640139e-011	1.734764e-010	3.027337e-008	3.028919e-008	5.819950e-013
8.101556102654996e-009	-4.824896e-011	1.808570e-010	3.105109e-008	3.106730e-008	6.072062e-013
8.107556102654993e-009	-5.010750e-011	1.883541e-010	3.182427e-008	3.184086e-008	6.329335e-013
8.113556102654990e-009	-5.197701e-011	1.959676e-010	3.259290e-008	3.260986e-008	6.591770e-013
8.119556102654987e-009	-5.385751e-011	2.036975e-010	3.335698e-008	3.337431e-008	6.859367e-013
8.125556102654984e-009	-5.574898e-011	2.115440e-010	3.411650e-008	3.413421e-008	7.132126e-013
8.130698959797838e-009	-5.737314e-011	2.183476e-010	3.476350e-008	3.478152e-008	7.369692e-013
8.135841816940692e-009	-5.899798e-011	2.252171e-010	3.540671e-008	3.542504e-008	7.610570e-013
8.140984674083546e-009	-6.062352e-011	2.321525e-010	3.604615e-008	3.606478e-008	7.854762e-013
8.146127531226402e-009	-6.224975e-011	2.391538e-010	3.668180e-008	3.670074e-008	8.102267e-013
8.151270388369256e-009	-6.387667e-011	2.462211e-010	3.731368e-008	3.733292e-008	8.353086e-013
8.156413245512111e-009	-6.550428e-011	2.533542e-010	3.794178e-008	3.796131e-008	8.607217e-013
8.161556102654965e-009	-6.713258e-011	2.605532e-010	3.856610e-008	3.858593e-008	8.864662e-013
8.162556102654964e-009	-6.744855e-011	2.619586e-010	3.868702e-008	3.870690e-008	8.915062e-013
8.163556102654964e-009	-6.776441e-011	2.633662e-010	3.880778e-008	3.882773e-008	8.965562e-013
8.164556102654963e-009	-6.808018e-011	2.647758e-010	3.892840e-008	3.894840e-008	9.016175e-013
8.166698959797819e-009	-6.875663e-011	2.678041e-010	3.918643e-008	3.920656e-008	9.125058e-013
8.168841816940675e-009	-6.943239e-011	2.708415e-010	3.944359e-008	3.946384e-008	9.234455e-013
8.170984674083531e-009	-7.010746e-011	2.738880e-010	3.969988e-008	3.972025e-008	9.344365e-013
8.173127531226388e-009	-7.078184e-011	2.769435e-010	3.995530e-008	3.997578e-008	9.454788e-013
8.175270388369244e-009	-7.145553e-011	2.800082e-010	4.020984e-008	4.023045e-008	9.565726e-013
8.177413245512100e-009	-7.212853e-011	2.830819e-010	4.046352e-008	4.048424e-008	9.677177e-013
8.179556102654956e-009	-7.280085e-011	2.861648e-010	4.071632e-008	4.073716e-008	9.789141e-013
8.182556102654954e-009	-7.374032e-011	2.904942e-010	4.106838e-008	4.108937e-008	9.946714e-013
8.183556102654953e-009	-7.405304e-011	2.919409e-010	4.118526e-008	4.120631e-008	9.999441e-013
8.184556102654953e-009	-7.436559e-011	2.933890e-010	4.130196e-008	4.132307e-008	1.005225e-012
